Index,Age,BusinessTravel,Department,DistanceFromHome,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,YearsAtCompany
813,43,Travel_Frequently,Research & Development,27,Life Sciences,Female,Manufacturing Director,1,Married,10820,No,18,8
814,39,Travel_Frequently,Research & Development,2,Life Sciences,Male,Healthcare Representative,4,Divorced,12169,No,21,18
815,40,Travel_Rarely,Research & Development,14,Medical,Male,Research Director,3,Single,19626,No,21,20
816,21,Travel_Rarely,Research & Development,1,Technical Degree,Female,Research Scientist,2,Single,2070,Yes,2,2
817,39,Non-Travel,Research & Development,9,Life Sciences,Male,Laboratory Technician,2,Single,6782,No,9,5
818,36,Non-Travel,Research & Development,18,Life Sciences,Male,Manufacturing Director,4,Single,7779,No,18,11
819,31,Travel_Frequently,Sales,20,Life Sciences,Male,Sales Representative,4,Married,2791,No,3,2
820,28,Travel_Rarely,Research & Development,2,Life Sciences,Male,Research Scientist,2,Married,3201,No,6,5
821,35,Travel_Frequently,Sales,11,Marketing,Male,Sales Executive,4,Divorced,4968,No,5,5
822,49,Travel_Rarely,Sales,8,Technical Degree,Male,Sales Executive,2,Married,13120,No,22,9
823,34,Travel_Frequently,Research & Development,2,Life Sciences,Male,Manufacturing Director,3,Single,4033,No,5,3
824,29,Travel_Frequently,Research & Development,10,Life Sciences,Female,Research Scientist,2,Divorced,3291,No,8,7
825,42,Travel_Rarely,Research & Development,29,Medical,Male,Laboratory Technician,4,Single,4272,No,16,1
826,29,Travel_Rarely,Research & Development,8,Medical,Male,Manufacturing Director,4,Married,5056,Yes,10,10
827,38,Travel_Rarely,Human Resources,1,Human Resources,Male,Human Resources,3,Married,2844,No,7,7
828,28,Travel_Frequently,Research & Development,6,Life Sciences,Male,Research Scientist,3,Divorced,2703,Yes,3,3
829,18,Non-Travel,Research & Development,8,Medical,Male,Laboratory Technician,3,Single,1904,No,0,0
830,33,Travel_Rarely,Sales,9,Marketing,Female,Sales Executive,1,Single,8224,Yes,6,5
831,41,Travel_Rarely,Research & Development,12,Life Sciences,Male,Laboratory Technician,4,Married,4766,Yes,6,1
832,31,Travel_Frequently,Research & Development,15,Medical,Male,Laboratory Technician,3,Married,2610,No,2,2
833,37,Travel_Rarely,Research & Development,25,Medical,Female,Healthcare Representative,4,Divorced,5731,No,9,6
834,27,Travel_Rarely,Research & Development,6,Life Sciences,Male,Research Scientist,3,Married,2539,No,4,4
835,34,Travel_Rarely,Sales,9,Life Sciences,Female,Sales Executive,3,Married,5714,No,6,6
836,35,Travel_Rarely,Human Resources,8,Technical Degree,Male,Human Resources,3,Single,4323,No,6,5
837,29,Travel_Rarely,Sales,23,Life Sciences,Female,Sales Executive,1,Married,7336,No,11,11
838,40,Travel_Frequently,Research & Development,9,Medical,Female,Research Director,3,Single,13499,No,20,18
839,42,Travel_Frequently,Sales,12,Life Sciences,Male,Sales Executive,1,Single,13758,Yes,22,21
840,42,Travel_Rarely,Sales,4,Marketing,Male,Sales Executive,1,Single,5155,No,9,6
841,35,Travel_Rarely,Research & Development,1,Medical,Male,Laboratory Technician,3,Married,2258,No,10,8
842,24,Travel_Rarely,Research & Development,24,Medical,Male,Laboratory Technician,2,Single,3597,No,6,4
843,28,Travel_Rarely,Research & Development,12,Life Sciences,Female,Laboratory Technician,4,Married,2515,Yes,1,1
844,26,Travel_Rarely,Research & Development,3,Medical,Male,Laboratory Technician,4,Married,4420,No,8,8
845,30,Travel_Rarely,Sales,10,Marketing,Male,Sales Executive,3,Married,6578,No,10,10
846,40,Travel_Frequently,Research & Development,26,Medical,Female,Research Scientist,4,Married,4422,Yes,16,1
847,35,Travel_Rarely,Research & Development,2,Life Sciences,Male,Manufacturing Director,2,Divorced,10274,No,15,7
848,34,Travel_Frequently,Research & Development,1,Medical,Male,Healthcare Representative,1,Single,5343,No,14,13
849,35,Travel_Frequently,Research & Development,4,Other,Male,Laboratory Technician,4,Married,2376,No,2,2
850,43,Travel_Rarely,Sales,9,Marketing,Female,Sales Executive,3,Single,5346,No,7,4
851,32,Non-Travel,Sales,2,Life Sciences,Female,Sales Representative,1,Divorced,2827,No,1,1
852,56,Travel_Rarely,Research & Development,4,Technical Degree,Female,Manager,1,Divorced,19943,No,28,5
853,29,Travel_Rarely,Research & Development,6,Medical,Female,Laboratory Technician,4,Married,3131,No,10,10
854,19,Travel_Rarely,Research & Development,9,Life Sciences,Male,Research Scientist,1,Single,2552,No,1,1
855,45,Travel_Rarely,Research & Development,7,Medical,Female,Research Scientist,3,Married,4477,Yes,7,3
856,37,Travel_Rarely,Research & Development,1,Life Sciences,Female,Manufacturing Director,4,Married,6474,No,14,14
857,20,Travel_Rarely,Research & Development,3,Life Sciences,Male,Laboratory Technician,3,Single,3033,No,2,2
858,44,Travel_Rarely,Research & Development,10,Life Sciences,Male,Research Scientist,3,Single,2936,Yes,6,6
859,53,Travel_Rarely,Research & Development,7,Medical,Female,Manager,3,Divorced,18606,No,26,7
860,29,Travel_Rarely,Research & Development,15,Life Sciences,Female,Research Scientist,4,Married,2168,Yes,6,5
861,22,Travel_Frequently,Research & Development,3,Life Sciences,Male,Research Scientist,4,Married,2853,Yes,1,0
862,46,Travel_Rarely,Sales,2,Marketing,Female,Manager,1,Married,17048,No,28,26
863,44,Non-Travel,Research & Development,17,Life Sciences,Male,Research Scientist,3,Single,2290,No,6,0
864,33,Travel_Rarely,Human Resources,2,Human Resources,Male,Human Resources,3,Married,3600,No,5,5
865,41,Non-Travel,Research & Development,5,Life Sciences,Male,Research Scientist,1,Divorced,2107,No,5,1
866,30,Travel_Rarely,Sales,29,Life Sciences,Male,Sales Executive,1,Divorced,4115,No,8,4
867,40,Travel_Frequently,Sales,2,Medical,Male,Sales Executive,2,Married,4327,No,5,0
868,50,Travel_Frequently,Research & Development,2,Medical,Female,Manager,1,Married,17856,No,32,2
869,28,Travel_Rarely,Research & Development,19,Medical,Male,Laboratory Technician,1,Married,3196,No,6,6
870,46,Travel_Rarely,Research & Development,15,Life Sciences,Male,Research Director,2,Married,19081,No,25,4
871,35,Travel_Rarely,Sales,17,Life Sciences,Male,Sales Executive,1,Married,8966,Yes,15,7
872,24,Travel_Rarely,Research & Development,17,Life Sciences,Female,Laboratory Technician,2,Married,2210,No,1,1
873,33,Travel_Frequently,Sales,25,Medical,Female,Sales Executive,3,Married,4539,No,10,10
874,36,Travel_Rarely,Research & Development,6,Life Sciences,Male,Laboratory Technician,3,Divorced,2741,No,7,7
875,30,Travel_Rarely,Research & Development,7,Life Sciences,Male,Laboratory Technician,3,Divorced,3491,No,10,10
876,44,Travel_Rarely,Research & Development,29,Other,Male,Research Scientist,4,Single,4541,No,20,20
877,20,Travel_Rarely,Sales,21,Marketing,Male,Sales Representative,4,Single,2678,No,2,2
878,46,Travel_Rarely,Research & Development,2,Technical Degree,Male,Manufacturing Director,4,Divorced,7379,No,12,6
879,42,Non-Travel,Human Resources,2,Medical,Male,Human Resources,1,Married,6272,No,10,4
880,60,Travel_Rarely,Sales,7,Marketing,Male,Sales Executive,4,Divorced,5220,Yes,12,11
881,32,Travel_Frequently,Research & Development,13,Other,Female,Laboratory Technician,2,Married,2743,No,2,2
882,32,Travel_Frequently,Research & Development,2,Life Sciences,Female,Research Scientist,3,Single,4998,Yes,10,8
883,36,Travel_Rarely,Research & Development,1,Technical Degree,Female,Manufacturing Director,1,Divorced,10252,Yes,17,7
884,33,Travel_Rarely,Research & Development,9,Medical,Male,Research Scientist,4,Married,2781,No,15,14
885,40,Travel_Rarely,Sales,10,Technical Degree,Female,Sales Executive,2,Divorced,6852,No,7,5
886,25,Travel_Rarely,Sales,10,Life Sciences,Male,Sales Executive,4,Single,4950,No,5,4
887,30,Travel_Rarely,Research & Development,1,Medical,Male,Research Scientist,2,Married,3579,Yes,12,11
888,42,Travel_Frequently,Research & Development,26,Medical,Female,Research Director,1,Married,13191,Yes,20,1
889,35,Non-Travel,Sales,8,Marketing,Female,Sales Executive,4,Married,10377,Yes,16,13
890,27,Travel_Rarely,Research & Development,14,Life Sciences,Male,Research Scientist,1,Married,2235,Yes,9,9
891,54,Travel_Frequently,Research & Development,1,Life Sciences,Female,Manufacturing Director,3,Divorced,10502,No,33,5
892,44,Travel_Rarely,Research & Development,2,Life Sciences,Female,Research Scientist,4,Married,2011,No,10,10
893,19,Non-Travel,Research & Development,10,Medical,Female,Research Scientist,2,Single,1859,Yes,1,1
894,29,Travel_Rarely,Research & Development,1,Life Sciences,Female,Research Scientist,4,Divorced,3760,No,3,3
895,54,Travel_Rarely,Research & Development,3,Life Sciences,Male,Research Director,4,Married,17779,No,36,10
896,31,Travel_Rarely,Research & Development,11,Medical,Male,Healthcare Representative,1,Married,6833,Yes,6,6
897,31,Travel_Rarely,Research & Development,24,Medical,Female,Healthcare Representative,1,Single,6812,No,10,10
898,59,Travel_Rarely,Sales,3,Life Sciences,Female,Sales Executive,4,Single,5171,No,13,6
899,43,Travel_Rarely,Research & Development,3,Life Sciences,Male,Research Director,4,Married,19740,No,25,8
900,49,Travel_Rarely,Research & Development,4,Medical,Male,Manager,3,Married,18711,No,23,1
901,36,Travel_Frequently,Research & Development,3,Technical Degree,Male,Research Scientist,2,Married,3692,No,12,11
902,48,Travel_Rarely,Research & Development,2,Technical Degree,Male,Laboratory Technician,2,Single,2559,No,7,1
903,27,Travel_Rarely,Research & Development,4,Life Sciences,Male,Research Scientist,3,Divorced,2517,No,5,5
904,29,Travel_Rarely,Research & Development,7,Life Sciences,Male,Healthcare Representative,4,Divorced,6623,Yes,6,6
905,48,Travel_Rarely,Research & Development,1,Life Sciences,Male,Research Director,4,Single,18265,No,25,1
906,29,Travel_Rarely,Research & Development,1,Life Sciences,Female,Research Director,4,Divorced,16124,No,9,7
907,34,Travel_Rarely,Research & Development,20,Technical Degree,Female,Research Scientist,3,Married,2585,No,2,1
908,44,Travel_Rarely,Sales,5,Marketing,Male,Manager,2,Married,18213,No,26,22
909,33,Travel_Rarely,Sales,10,Marketing,Male,Sales Executive,3,Divorced,8380,Yes,10,9
910,19,Travel_Rarely,Research & Development,25,Life Sciences,Female,Research Scientist,4,Single,2994,Yes,1,1
911,23,Travel_Rarely,Research & Development,1,Life Sciences,Male,Research Scientist,3,Married,1223,No,1,1
912,25,Travel_Frequently,Sales,24,Life Sciences,Male,Sales Representative,4,Single,1118,Yes,1,1
913,26,Travel_Rarely,Research & Development,4,Life Sciences,Male,Research Scientist,4,Single,2875,Yes,8,8
914,45,Travel_Rarely,Sales,2,Marketing,Female,Manager,2,Single,18824,Yes,26,24
915,55,Non-Travel,Research & Development,8,Medical,Male,Healthcare Representative,2,Divorced,13577,Yes,34,33
916,21,Travel_Frequently,Research & Development,10,Life Sciences,Female,Laboratory Technician,3,Single,2625,No,2,2
917,46,Travel_Rarely,Sales,4,Marketing,Female,Manager,2,Married,18789,No,26,11
918,34,Travel_Rarely,Sales,2,Marketing,Female,Sales Executive,1,Single,4538,Yes,4,3
919,51,Travel_Frequently,Sales,9,Life Sciences,Male,Manager,2,Divorced,19847,Yes,31,29
920,59,Travel_Rarely,Research & Development,18,Medical,Male,Manufacturing Director,4,Single,10512,No,25,9
921,34,Travel_Frequently,Research & Development,19,Medical,Female,Laboratory Technician,2,Divorced,4444,No,15,11
922,28,Travel_Frequently,Research & Development,1,Medical,Male,Laboratory Technician,3,Single,2154,Yes,5,4
923,44,Travel_Rarely,Research & Development,4,Life Sciences,Male,Manager,1,Divorced,19190,No,26,25
924,34,Travel_Frequently,Human Resources,11,Life Sciences,Male,Human Resources,2,Married,4490,No,14,10
925,35,Travel_Rarely,Research & Development,6,Life Sciences,Male,Research Scientist,3,Married,3506,Yes,4,3
926,42,Travel_Rarely,Research & Development,7,Medical,Female,Research Scientist,2,Married,2372,Yes,18,1
927,43,Travel_Rarely,Sales,4,Marketing,Female,Sales Executive,4,Single,10231,No,23,21
928,36,Travel_Rarely,Research & Development,2,Life Sciences,Female,Manufacturing Director,2,Single,5410,Yes,18,16
929,44,Travel_Rarely,Research & Development,15,Medical,Female,Healthcare Representative,4,Married,7978,No,10,10
930,28,Travel_Frequently,Research & Development,2,Life Sciences,Male,Laboratory Technician,4,Married,3867,Yes,2,2
931,51,Travel_Frequently,Research & Development,6,Medical,Female,Laboratory Technician,3,Single,2838,No,8,7
932,30,Non-Travel,Research & Development,9,Medical,Female,Manufacturing Director,3,Single,4695,Yes,10,8
933,29,Travel_Rarely,Research & Development,7,Technical Degree,Female,Laboratory Technician,3,Divorced,3339,Yes,10,7
934,28,Travel_Rarely,Research & Development,1,Technical Degree,Male,Research Scientist,1,Single,2080,No,5,3
935,25,Travel_Rarely,Research & Development,1,Medical,Female,Research Scientist,2,Single,2096,No,2,2
936,32,Travel_Rarely,Sales,8,Medical,Male,Sales Executive,4,Married,6209,No,10,10
937,45,Travel_Frequently,Research & Development,25,Medical,Female,Manager,2,Single,18061,No,22,0
938,39,Travel_Rarely,Research & Development,13,Medical,Female,Manager,2,Divorced,17123,Yes,21,19
939,58,Travel_Rarely,Research & Development,23,Life Sciences,Male,Research Scientist,3,Divorced,2372,No,2,2
940,32,Travel_Rarely,Research & Development,7,Life Sciences,Male,Laboratory Technician,3,Married,4883,No,10,10
941,39,Travel_Rarely,Research & Development,23,Medical,Male,Research Scientist,1,Single,3904,No,6,5
942,30,Travel_Rarely,Research & Development,6,Technical Degree,Female,Laboratory Technician,4,Married,4627,No,10,9
943,36,Travel_Rarely,Research & Development,10,Technical Degree,Female,Healthcare Representative,3,Married,7094,No,10,7
944,46,Travel_Rarely,Human Resources,1,Life Sciences,Female,Human Resources,1,Single,3423,No,10,7
945,28,Non-Travel,Research & Development,1,Life Sciences,Female,Laboratory Technician,4,Married,6674,No,10,9
946,50,Travel_Rarely,Research & Development,28,Life Sciences,Female,Research Director,1,Married,16880,Yes,25,3
947,40,Travel_Rarely,Sales,25,Marketing,Male,Sales Executive,2,Single,9094,Yes,9,5
948,52,Travel_Rarely,Sales,5,Life Sciences,Male,Sales Executive,2,Single,8446,Yes,10,8
949,30,Travel_Rarely,Research & Development,17,Medical,Female,Manager,1,Married,11916,Yes,9,9
950,39,Travel_Rarely,Research & Development,18,Life Sciences,Male,Manufacturing Director,3,Single,4534,No,9,8
951,31,Non-Travel,Sales,2,Life Sciences,Female,Sales Executive,3,Divorced,9852,Yes,10,10
952,41,Non-Travel,Sales,10,Medical,Male,Sales Executive,2,Single,6151,No,19,19
953,31,Travel_Frequently,Sales,1,Life Sciences,Female,Sales Representative,2,Single,2302,Yes,3,3
954,44,Travel_Rarely,Research & Development,3,Life Sciences,Male,Laboratory Technician,1,Married,2362,No,10,3
955,42,Non-Travel,Research & Development,2,Life Sciences,Male,Manager,3,Married,17861,Yes,21,20
956,55,Travel_Rarely,Research & Development,2,Medical,Female,Manager,3,Married,19187,No,23,19
957,56,Travel_Rarely,Human Resources,8,Life Sciences,Male,Manager,2,Single,19717,No,36,7
958,40,Non-Travel,Research & Development,16,Life Sciences,Male,Research Scientist,3,Divorced,3544,No,6,4
959,34,Travel_Rarely,Research & Development,9,Life Sciences,Male,Healthcare Representative,4,Divorced,8500,No,10,9
960,40,Travel_Rarely,Research & Development,2,Life Sciences,Male,Research Scientist,4,Single,4661,No,9,9
961,41,Travel_Frequently,Sales,1,Marketing,Female,Sales Executive,1,Divorced,4103,No,10,9
962,35,Travel_Frequently,Research & Development,4,Life Sciences,Male,Research Scientist,3,Single,4249,Yes,9,9
963,51,Travel_Rarely,Human Resources,5,Life Sciences,Male,Manager,2,Divorced,14026,Yes,33,33
964,38,Travel_Rarely,Sales,2,Life Sciences,Female,Sales Executive,1,Divorced,6893,No,11,7
965,34,Travel_Rarely,Sales,15,Medical,Female,Sales Executive,1,Single,6125,No,10,10
966,25,Travel_Rarely,Research & Development,19,Medical,Male,Laboratory Technician,4,Married,3669,No,7,3
967,58,Travel_Rarely,Research & Development,7,Medical,Female,Manufacturing Director,1,Married,10008,Yes,31,10
968,40,Travel_Rarely,Research & Development,1,Life Sciences,Male,Laboratory Technician,2,Married,2387,No,7,4
969,36,Travel_Frequently,Sales,7,Marketing,Female,Sales Executive,1,Married,4639,No,17,15
970,48,Travel_Rarely,Research & Development,4,Life Sciences,Male,Manufacturing Director,4,Single,7898,No,11,10
971,27,Travel_Rarely,Sales,11,Medical,Female,Sales Representative,4,Married,2534,No,5,1
972,51,Travel_Rarely,Research & Development,11,Technical Degree,Female,Manufacturing Director,2,Single,13142,No,29,5
973,18,Non-Travel,Research & Development,1,Life Sciences,Female,Laboratory Technician,4,Single,1611,No,0,0
974,35,Travel_Rarely,Research & Development,1,Medical,Female,Laboratory Technician,4,Married,5363,No,10,9
975,27,Travel_Frequently,Sales,2,Life Sciences,Male,Sales Executive,4,Single,5071,No,8,6
976,55,Travel_Rarely,Sales,13,Marketing,Male,Sales Executive,3,Single,13695,Yes,24,19
977,56,Travel_Rarely,Research & Development,23,Life Sciences,Male,Manufacturing Director,2,Married,13402,Yes,33,19
978,34,Non-Travel,Research & Development,26,Technical Degree,Female,Research Scientist,3,Divorced,2029,No,5,5
979,40,Travel_Rarely,Research & Development,2,Medical,Female,Healthcare Representative,3,Divorced,6377,No,15,12
980,34,Travel_Rarely,Research & Development,29,Medical,Male,Laboratory Technician,3,Married,5429,No,10,8
981,31,Travel_Frequently,Sales,2,Life Sciences,Female,Sales Representative,4,Single,2785,No,3,1
982,35,Travel_Frequently,Sales,18,Marketing,Female,Sales Executive,3,Married,4614,Yes,5,4
983,38,Travel_Frequently,Research & Development,7,Life Sciences,Male,Research Scientist,3,Divorced,2610,No,4,4
984,34,Travel_Rarely,Research & Development,2,Technical Degree,Female,Healthcare Representative,4,Single,6687,No,14,14
985,28,Travel_Rarely,Sales,26,Life Sciences,Male,Sales Executive,1,Married,4724,No,5,5
986,31,Travel_Rarely,Research & Development,22,Medical,Male,Manufacturing Director,3,Married,6179,Yes,10,10
987,39,Travel_Rarely,Sales,21,Life Sciences,Male,Sales Executive,4,Married,6120,Yes,8,5
988,51,Travel_Frequently,Sales,2,Marketing,Male,Sales Executive,2,Married,10596,No,14,4
989,41,Travel_Frequently,Research & Development,22,Life Sciences,Female,Research Scientist,4,Divorced,5467,Yes,12,6
990,37,Travel_Rarely,Research & Development,4,Life Sciences,Male,Research Scientist,3,Married,2996,Yes,8,6
991,33,Travel_Frequently,Sales,5,Life Sciences,Male,Sales Executive,4,Married,9998,No,8,5
992,32,Travel_Rarely,Sales,2,Marketing,Male,Sales Executive,2,Married,4078,Yes,4,3
993,39,Non-Travel,Research & Development,25,Life Sciences,Male,Healthcare Representative,3,Married,10920,No,13,6
994,25,Travel_Rarely,Sales,18,Life Sciences,Male,Sales Executive,3,Married,6232,No,6,3
995,52,Travel_Frequently,Research & Development,28,Medical,Female,Manufacturing Director,3,Married,13247,Yes,24,5
996,43,Travel_Rarely,Research & Development,6,Medical,Female,Research Scientist,3,Single,4081,Yes,20,20
997,27,Travel_Rarely,Sales,10,Marketing,Female,Sales Executive,4,Married,5769,Yes,6,6
998,27,Travel_Rarely,Research & Development,17,Life Sciences,Female,Research Scientist,3,Single,2394,Yes,8,8
999,26,Travel_Rarely,Research & Development,2,Medical,Male,Research Scientist,4,Single,3904,No,5,4
1000,42,Travel_Rarely,Human Resources,10,Human Resources,Female,Manager,1,Married,16799,No,21,20
1001,52,Travel_Rarely,Research & Development,8,Other,Female,Laboratory Technician,1,Married,2950,No,12,5
1002,37,Travel_Rarely,Research & Development,11,Medical,Female,Laboratory Technician,3,Single,3629,No,8,3
1003,35,Travel_Frequently,Research & Development,18,Life Sciences,Male,Manufacturing Director,4,Single,9362,No,10,2
1004,25,Travel_Rarely,Research & Development,1,Technical Degree,Male,Laboratory Technician,4,Married,3229,No,7,3
1005,26,Travel_Rarely,Research & Development,7,Other,Male,Laboratory Technician,1,Single,3578,No,8,7
1006,29,Travel_Rarely,Human Resources,17,Other,Male,Human Resources,1,Single,7988,No,10,10
1007,49,Travel_Frequently,Research & Development,28,Life Sciences,Male,Laboratory Technician,1,Single,4284,No,20,4
1008,29,Travel_Frequently,Research & Development,14,Other,Female,Healthcare Representative,4,Single,7553,Yes,9,8
1009,54,Travel_Rarely,Research & Development,1,Medical,Female,Research Director,4,Single,17328,No,29,20
1010,58,Travel_Rarely,Research & Development,1,Medical,Female,Research Director,1,Married,19701,Yes,32,9
1011,55,Travel_Rarely,Research & Development,1,Medical,Male,Research Director,4,Divorced,14732,No,31,7
1012,36,Travel_Rarely,Sales,3,Marketing,Female,Sales Executive,2,Single,9278,Yes,15,5
1013,31,Travel_Frequently,Sales,1,Life Sciences,Female,Sales Representative,3,Single,1359,No,1,1
1014,30,Travel_Rarely,Sales,7,Marketing,Female,Sales Executive,1,Divorced,4779,No,8,3
1015,31,Travel_Rarely,Research & Development,8,Life Sciences,Female,Research Director,2,Single,16422,No,9,3
1016,34,Travel_Frequently,Research & Development,1,Other,Male,Research Scientist,1,Divorced,2996,No,10,4
1017,31,Travel_Rarely,Research & Development,8,Life Sciences,Female,Research Scientist,2,Single,1261,No,1,1
1018,27,Travel_Rarely,Research & Development,11,Life Sciences,Male,Laboratory Technician,1,Married,2099,No,6,5
1019,36,Travel_Rarely,Research & Development,4,Life Sciences,Male,Laboratory Technician,4,Single,5810,No,10,10
1020,36,Travel_Rarely,Sales,16,Marketing,Female,Sales Executive,1,Married,5647,No,11,3
1021,47,Travel_Rarely,Research & Development,1,Technical Degree,Male,Research Scientist,4,Married,3420,No,17,6
1022,25,Travel_Rarely,Sales,9,Life Sciences,Male,Sales Representative,1,Married,4400,No,6,3
1023,37,Non-Travel,Research & Development,5,Technical Degree,Male,Laboratory Technician,3,Single,3500,No,7,6
1024,56,Travel_Rarely,Research & Development,1,Life Sciences,Female,Research Scientist,1,Married,2066,No,5,3
1025,47,Travel_Rarely,Research & Development,2,Medical,Female,Research Director,3,Married,17169,No,26,20
1026,24,Travel_Rarely,Sales,4,Medical,Female,Sales Executive,3,Married,4162,Yes,5,5
1027,32,Travel_Rarely,Sales,7,Marketing,Male,Sales Executive,4,Married,9204,No,7,4
1028,34,Travel_Rarely,Research & Development,1,Life Sciences,Female,Laboratory Technician,2,Married,3294,No,7,5
1029,41,Travel_Rarely,Research & Development,5,Medical,Male,Research Scientist,3,Married,2127,Yes,7,4
1030,40,Non-Travel,Research & Development,9,Other,Male,Laboratory Technician,3,Divorced,3975,No,11,8
1031,31,Travel_Rarely,Sales,8,Life Sciences,Male,Sales Executive,4,Divorced,10793,No,13,13
1032,46,Travel_Rarely,Sales,9,Marketing,Male,Sales Executive,4,Divorced,10096,No,28,7
1033,39,Non-Travel,Research & Development,2,Life Sciences,Female,Laboratory Technician,1,Single,3646,Yes,11,1
1034,31,Travel_Frequently,Research & Development,1,Life Sciences,Female,Manufacturing Director,2,Single,7446,No,10,10
1035,45,Travel_Rarely,Research & Development,20,Medical,Male,Healthcare Representative,1,Divorced,10851,Yes,24,7
1036,31,Travel_Rarely,Human Resources,8,Medical,Female,Human Resources,2,Single,2109,No,8,3
1037,31,Travel_Frequently,Research & Development,2,Life Sciences,Male,Laboratory Technician,4,Married,3722,Yes,7,2
1038,45,Travel_Rarely,Research & Development,29,Technical Degree,Male,Manufacturing Director,4,Married,9380,Yes,10,3
1039,48,Travel_Rarely,Sales,7,Marketing,Male,Sales Executive,1,Divorced,5486,No,15,2
1040,34,Travel_Rarely,Human Resources,9,Technical Degree,Female,Human Resources,3,Married,2742,No,2,2
1041,40,Non-Travel,Research & Development,8,Medical,Male,Research Director,2,Divorced,13757,No,16,9
1042,28,Travel_Rarely,Sales,5,Medical,Male,Sales Executive,1,Single,8463,No,6,5
1043,44,Non-Travel,Research & Development,5,Life Sciences,Male,Laboratory Technician,3,Single,3162,No,7,5
1044,53,Travel_Rarely,Research & Development,2,Medical,Male,Research Director,2,Single,16598,No,35,9
1045,49,Travel_Rarely,Research & Development,5,Technical Degree,Male,Healthcare Representative,3,Married,6651,No,20,3
1046,40,Travel_Rarely,Research & Development,2,Medical,Male,Research Scientist,3,Divorced,2345,No,8,3
1047,44,Travel_Rarely,Research & Development,20,Life Sciences,Male,Research Scientist,2,Single,3420,No,6,5
1048,33,Travel_Frequently,Sales,7,Medical,Male,Sales Executive,1,Married,4373,No,5,4
1049,34,Travel_Rarely,Sales,3,Other,Male,Sales Executive,1,Single,4759,No,15,13
1050,30,Travel_Rarely,Sales,16,Life Sciences,Male,Sales Executive,3,Married,5301,No,4,2
1051,42,Travel_Frequently,Research & Development,9,Medical,Female,Laboratory Technician,4,Single,3673,No,12,12
1052,44,Travel_Frequently,Sales,1,Marketing,Female,Sales Executive,3,Married,4768,No,11,1
1053,30,Non-Travel,Research & Development,7,Technical Degree,Male,Research Scientist,3,Divorced,1274,No,1,1
1054,57,Travel_Rarely,Research & Development,1,Life Sciences,Male,Research Scientist,3,Married,4900,No,13,12
1055,49,Travel_Rarely,Research & Development,7,Life Sciences,Male,Healthcare Representative,2,Divorced,10466,No,29,8
1056,34,Travel_Frequently,Research & Development,15,Medical,Male,Research Director,1,Divorced,17007,No,16,14
1057,28,Travel_Frequently,Sales,1,Technical Degree,Male,Sales Representative,3,Married,2909,No,5,3
1058,29,Travel_Frequently,Sales,13,Technical Degree,Female,Sales Executive,2,Single,5765,No,7,5
1059,34,Travel_Rarely,Sales,24,Medical,Female,Sales Executive,2,Single,4599,Yes,16,15
1060,35,Travel_Rarely,Sales,7,Life Sciences,Male,Sales Representative,3,Married,2404,No,1,1
1061,24,Travel_Frequently,Research & Development,9,Medical,Male,Laboratory Technician,1,Single,3172,Yes,4,0
1062,24,Non-Travel,Sales,13,Life Sciences,Female,Sales Representative,2,Married,2033,No,1,1
1063,44,Travel_Frequently,Research & Development,2,Medical,Male,Manufacturing Director,3,Single,10209,Yes,16,2
1064,29,Travel_Rarely,Sales,19,Life Sciences,Male,Sales Executive,3,Divorced,8620,No,10,10
1065,30,Travel_Rarely,Human Resources,1,Life Sciences,Male,Human Resources,3,Divorced,2064,No,6,5
1066,55,Travel_Rarely,Research & Development,4,Life Sciences,Male,Healthcare Representative,3,Married,4035,Yes,4,3
1067,33,Travel_Rarely,Research & Development,4,Medical,Female,Laboratory Technician,2,Married,3838,No,8,5
1068,47,Travel_Rarely,Sales,14,Medical,Female,Sales Executive,3,Married,4591,Yes,11,5
1069,28,Travel_Frequently,Research & Development,2,Medical,Male,Laboratory Technician,1,Single,2561,No,8,0
1070,28,Travel_Rarely,Research & Development,1,Life Sciences,Male,Research Scientist,3,Divorced,1563,No,1,1
1071,28,Travel_Frequently,Sales,7,Life Sciences,Male,Sales Executive,1,Single,4898,No,5,4
1072,49,Travel_Rarely,Research & Development,3,Medical,Female,Laboratory Technician,1,Married,4789,No,10,3
1073,29,Travel_Frequently,Research & Development,2,Life Sciences,Female,Laboratory Technician,2,Married,3180,No,4,3
1074,28,Travel_Rarely,Research & Development,29,Life Sciences,Male,Manufacturing Director,2,Married,6549,No,8,8
1075,33,Travel_Rarely,Research & Development,8,Life Sciences,Male,Healthcare Representative,3,Single,6388,Yes,14,0
1076,32,Travel_Rarely,Research & Development,10,Medical,Male,Manager,4,Single,11244,No,10,5
1077,54,Travel_Frequently,Research & Development,11,Medical,Female,Manager,4,Divorced,16032,No,26,14
1078,29,Travel_Rarely,Research & Development,1,Technical Degree,Male,Research Scientist,1,Single,2362,No,11,9
1079,44,Travel_Rarely,Research & Development,28,Life Sciences,Male,Research Director,1,Married,16328,No,24,20
1080,39,Travel_Rarely,Research & Development,6,Life Sciences,Female,Manufacturing Director,2,Single,8376,No,9,2
1081,46,Travel_Rarely,Sales,3,Life Sciences,Female,Manager,2,Married,16606,No,23,13
